"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0003323","BP","GO:0003323","type B pancreatic cell development","7/1636","25/21288",0.00218735148369059,0.0382494397851764,0.0329028911315759,"ENSG00000114251/ENSG00000082701/ENSG00000112175/ENSG00000105810/ENSG00000080298/ENSG00000133794/ENSG00000170558",7
"GO:0021884","BP","GO:0021884","forebrain neuron development","7/1636","25/21288",0.00218735148369059,0.0382494397851764,0.0329028911315759,"ENSG00000162946/ENSG00000118257/ENSG00000173376/ENSG00000170381/ENSG00000099250/ENSG00000108175/ENSG00000066468",7
"GO:0044872","BP","GO:0044872","lipoprotein localization","7/1636","25/21288",0.00218735148369059,0.0382494397851764,0.0329028911315759,"ENSG00000084674/ENSG00000132170/ENSG00000135218/ENSG00000038945/ENSG00000107611/ENSG00000111701/ENSG00000186908",7
"GO:0002062","BP","GO:0002062","chondrocyte differentiation","19/1636","121/21288",0.00219181452263296,0.0382494397851764,0.0329028911315759,"ENSG00000154764/ENSG00000077092/ENSG00000163513/ENSG00000138669/ENSG00000151388/ENSG00000106571/ENSG00000104635/ENSG00000134013/ENSG00000137573/ENSG00000147862/ENSG00000182704/ENSG00000109906/ENSG00000111186/ENSG00000134532/ENSG00000139219/ENSG00000171310/ENSG00000136378/ENSG00000176624/ENSG00000159216",19
"GO:0010463","BP","GO:0010463","mesenchymal cell proliferation","10/1636","46/21288",0.00220547026787484,0.0383738776490294,0.0330099349343086,"ENSG00000116132/ENSG00000163513/ENSG00000114251/ENSG00000128052/ENSG00000197410/ENSG00000147862/ENSG00000066468/ENSG00000085741/ENSG00000101144/ENSG00000184058",10
"GO:0043116","BP","GO:0043116","negative regulation of vascular permeability","6/1636","19/21288",0.00231142500178305,0.0398636083152086,0.0342914294137038,"ENSG00000153904/ENSG00000145147/ENSG00000112715/ENSG00000107295/ENSG00000186642/ENSG00000172572",6
"GO:0048486","BP","GO:0048486","parasympathetic nervous system development","6/1636","19/21288",0.00231142500178305,0.0398636083152086,0.0342914294137038,"ENSG00000118257/ENSG00000075213/ENSG00000221866/ENSG00000099250/ENSG00000166833/ENSG00000184058",6
"GO:1902514","BP","GO:1902514","regulation of calcium ion transmembrane transport via high voltage-gated calcium channel","6/1636","19/21288",0.00231142500178305,0.0398636083152086,0.0342914294137038,"ENSG00000184588/ENSG00000198929/ENSG00000145349/ENSG00000113448/ENSG00000165995/ENSG00000108878",6
"GO:0003180","BP","GO:0003180","aortic valve morphogenesis","9/1636","39/21288",0.0023455542542286,0.0402742802685267,0.0346446971908715,"ENSG00000163513/ENSG00000185008/ENSG00000169855/ENSG00000145147/ENSG00000184347/ENSG00000049540/ENSG00000140937/ENSG00000131196/ENSG00000130700",9
"GO:0099084","BP","GO:0099084","postsynaptic specialization organization","11/1636","54/21288",0.00234893353717134,0.0402742802685267,0.0346446971908715,"ENSG00000119878/ENSG00000179915/ENSG00000075711/ENSG00000152208/ENSG00000189056/ENSG00000153707/ENSG00000165985/ENSG00000162105/ENSG00000170558/ENSG00000105426/ENSG00000161681",11
"GO:0051965","BP","GO:0051965","positive regulation of synapse assembly","13/1636","70/21288",0.00236697129817949,0.04037113716425,0.0347280153234565,"ENSG00000179915/ENSG00000154764/ENSG00000154928/ENSG00000158258/ENSG00000152208/ENSG00000135298/ENSG00000153707/ENSG00000174482/ENSG00000187764/ENSG00000166159/ENSG00000185070/ENSG00000140557/ENSG00000108684",13
"GO:0008585","BP","GO:0008585","female gonad development","17/1636","104/21288",0.00236831190642174,0.04037113716425,0.0347280153234565,"ENSG00000115211/ENSG00000138039/ENSG00000054356/ENSG00000185008/ENSG00000145147/ENSG00000128052/ENSG00000164305/ENSG00000184347/ENSG00000112715/ENSG00000091831/ENSG00000184903/ENSG00000183117/ENSG00000150347/ENSG00000166224/ENSG00000087245/ENSG00000171791/ENSG00000171105",17
"GO:0048168","BP","GO:0048168","regulation of neuronal synaptic plasticity","12/1636","62/21288",0.0023937991436775,0.0406876669478825,0.0350003002266932,"ENSG00000177807/ENSG00000175471/ENSG00000107954/ENSG00000168959/ENSG00000273079/ENSG00000183454/ENSG00000237515/ENSG00000188803/ENSG00000105649/ENSG00000105464/ENSG00000177380/ENSG00000142192",12
"GO:0046328","BP","GO:0046328","regulation of JNK cascade","23/1636","159/21288",0.00244072500568167,0.0413657168830372,0.0355835715980771,"ENSG00000172985/ENSG00000154764/ENSG00000114251/ENSG00000154928/ENSG00000085276/ENSG00000154310/ENSG00000135299/ENSG00000185345/ENSG00000180354/ENSG00000106100/ENSG00000146648/ENSG00000075213/ENSG00000023287/ENSG00000104375/ENSG00000136848/ENSG00000127863/ENSG00000120659/ENSG00000007168/ENSG00000141503/ENSG00000081913/ENSG00000101265/ENSG00000182621/ENSG00000142192",23
"GO:0014033","BP","GO:0014033","neural crest cell differentiation","16/1636","96/21288",0.00256250020268141,0.0433047807240499,0.0372515909681998,"ENSG00000118257/ENSG00000178568/ENSG00000145743/ENSG00000092421/ENSG00000157927/ENSG00000170381/ENSG00000075213/ENSG00000157168/ENSG00000187764/ENSG00000099250/ENSG00000137872/ENSG00000128918/ENSG00000170558/ENSG00000101144/ENSG00000184058/ENSG00000100030",16
"GO:0046530","BP","GO:0046530","photoreceptor cell differentiation","14/1636","79/21288",0.00259096369132096,0.0436603365864142,0.0375574468420707,"ENSG00000134376/ENSG00000151090/ENSG00000112715/ENSG00000127928/ENSG00000104237/ENSG00000198963/ENSG00000135049/ENSG00000137474/ENSG00000092200/ENSG00000103494/ENSG00000070729/ENSG00000168610/ENSG00000069188/ENSG00000171587",14
"GO:0043087","BP","GO:0043087","regulation of GTPase activity","41/1636","339/21288",0.00260982644688257,0.0437623795704826,0.0376452261458827,"ENSG00000076864/ENSG00000116473/ENSG00000143344/ENSG00000182901/ENSG00000130147/ENSG00000157985/ENSG00000131374/ENSG00000082701/ENSG00000145242/ENSG00000138670/ENSG00000138639/ENSG00000113319/ENSG00000111913/ENSG00000146426/ENSG00000106069/ENSG00000105971/ENSG00000221866/ENSG00000104728/ENSG00000046889/ENSG00000107099/ENSG00000187764/ENSG00000095383/ENSG00000136848/ENSG00000160293/ENSG00000148484/ENSG00000128805/ENSG00000185532/ENSG00000186635/ENSG00000085741/ENSG00000139132/ENSG00000136040/ENSG00000136111/ENSG00000088387/ENSG00000102606/ENSG00000182732/ENSG00000260916/ENSG00000159842/ENSG00000156299/ENSG00000186716/ENSG00000100401/ENSG00000054611",41
"GO:0007616","BP","GO:0007616","long-term memory","10/1636","47/21288",0.00261190192641377,0.0437623795704826,0.0376452261458827,"ENSG00000067606/ENSG00000115353/ENSG00000188993/ENSG00000152495/ENSG00000155511/ENSG00000183826/ENSG00000189056/ENSG00000155897/ENSG00000161681/ENSG00000132639",10
"GO:0021766","BP","GO:0021766","hippocampus development","17/1636","105/21288",0.00262799769804822,0.043782590544537,0.037662612007812,"ENSG00000085998/ENSG00000173406/ENSG00000162761/ENSG00000171094/ENSG00000082701/ENSG00000145242/ENSG00000164305/ENSG00000172201/ENSG00000164600/ENSG00000106571/ENSG00000105810/ENSG00000189056/ENSG00000182704/ENSG00000149571/ENSG00000007168/ENSG00000105426/ENSG00000133424",17
"GO:0060993","BP","GO:0060993","kidney morphogenesis","17/1636","105/21288",0.00262799769804822,0.043782590544537,0.037662612007812,"ENSG00000185630/ENSG00000162849/ENSG00000178568/ENSG00000018408/ENSG00000075711/ENSG00000138759/ENSG00000138814/ENSG00000168743/ENSG00000112715/ENSG00000106571/ENSG00000104313/ENSG00000085741/ENSG00000153976/ENSG00000125430/ENSG00000171791/ENSG00000105696/ENSG00000101144",17
"GO:0098815","BP","GO:0098815","modulation of excitatory postsynaptic potential","11/1636","55/21288",0.0027360306987461,0.0454536625404683,0.0391000997269513,"ENSG00000067606/ENSG00000179915/ENSG00000154764/ENSG00000189056/ENSG00000273079/ENSG00000084112/ENSG00000183454/ENSG00000101489/ENSG00000105464/ENSG00000161681/ENSG00000142192",11
"GO:0048736","BP","GO:0048736","appendage development","27/1636","199/21288",0.00278297597637232,0.0459738250478809,0.0395475533484487,"ENSG00000117298/ENSG00000162599/ENSG00000185630/ENSG00000116132/ENSG00000143952/ENSG00000144218/ENSG00000154764/ENSG00000077092/ENSG00000114251/ENSG00000138759/ENSG00000106571/ENSG00000105983/ENSG00000198363/ENSG00000099139/ENSG00000066468/ENSG00000187240/ENSG00000109906/ENSG00000151067/ENSG00000139174/ENSG00000139219/ENSG00000171310/ENSG00000128918/ENSG00000005339/ENSG00000103494/ENSG00000141622/ENSG00000101144/ENSG00000133424",27
"GO:0060173","BP","GO:0060173","limb development","27/1636","199/21288",0.00278297597637232,0.0459738250478809,0.0395475533484487,"ENSG00000117298/ENSG00000162599/ENSG00000185630/ENSG00000116132/ENSG00000143952/ENSG00000144218/ENSG00000154764/ENSG00000077092/ENSG00000114251/ENSG00000138759/ENSG00000106571/ENSG00000105983/ENSG00000198363/ENSG00000099139/ENSG00000066468/ENSG00000187240/ENSG00000109906/ENSG00000151067/ENSG00000139174/ENSG00000139219/ENSG00000171310/ENSG00000128918/ENSG00000005339/ENSG00000103494/ENSG00000141622/ENSG00000101144/ENSG00000133424",27
"GO:0060740","BP","GO:0060740","prostate gland epithelium morphogenesis","7/1636","26/21288",0.00279716116232844,0.046078724917797,0.0396377901994706,"ENSG00000114251/ENSG00000172201/ENSG00000091831/ENSG00000137573/ENSG00000066468/ENSG00000087245/ENSG00000101144",7
"GO:0032350","BP","GO:0032350","regulation of hormone metabolic process","9/1636","40/21288",0.00282349639644129,0.0462534326113405,0.0397880770599526,"ENSG00000143437/ENSG00000138039/ENSG00000109320/ENSG00000284762/ENSG00000113231/ENSG00000112175/ENSG00000196139/ENSG00000148737/ENSG00000139155",9
"GO:0071711","BP","GO:0071711","basement membrane organization","9/1636","40/21288",0.00282349639644129,0.0462534326113405,0.0397880770599526,"ENSG00000085998/ENSG00000163539/ENSG00000196569/ENSG00000105971/ENSG00000139174/ENSG00000187498/ENSG00000185070/ENSG00000101680/ENSG00000133424",9
"GO:0032409","BP","GO:0032409","regulation of transporter activity","35/1636","279/21288",0.00284737193884726,0.0463877965179868,0.0399036594323279,"ENSG00000162494/ENSG00000198929/ENSG00000143786/ENSG00000198626/ENSG00000133019/ENSG00000138411/ENSG00000132170/ENSG00000157388/ENSG00000114279/ENSG00000075711/ENSG00000197386/ENSG00000145362/ENSG00000145349/ENSG00000152413/ENSG00000002746/ENSG00000189056/ENSG00000196730/ENSG00000165995/ENSG00000151150/ENSG00000014216/ENSG00000168959/ENSG00000137672/ENSG00000137726/ENSG00000102466/ENSG00000151320/ENSG00000069869/ENSG00000237515/ENSG00000141503/ENSG00000188803/ENSG00000049759/ENSG00000171791/ENSG00000089327/ENSG00000161681/ENSG00000149596/ENSG00000142192",35
"GO:0097581","BP","GO:0097581","lamellipodium organization","16/1636","97/21288",0.00285459997406571,0.0463877965179868,0.0399036594323279,"ENSG00000162493/ENSG00000136002/ENSG00000163995/ENSG00000145147/ENSG00000173210/ENSG00000158321/ENSG00000136960/ENSG00000107104/ENSG00000160293/ENSG00000138193/ENSG00000151490/ENSG00000182957/ENSG00000102606/ENSG00000273749/ENSG00000140945/ENSG00000188677",16
"GO:0042063","BP","GO:0042063","gliogenesis","46/1636","393/21288",0.00285536173091502,0.0463877965179868,0.0399036594323279,"ENSG00000078900/ENSG00000184454/ENSG00000173406/ENSG00000162599/ENSG00000177807/ENSG00000134376/ENSG00000162946/ENSG00000115211/ENSG00000143952/ENSG00000169554/ENSG00000063660/ENSG00000137462/ENSG00000172201/ENSG00000196569/ENSG00000106571/ENSG00000146648/ENSG00000105810/ENSG00000189056/ENSG00000104728/ENSG00000132561/ENSG00000137033/ENSG00000147862/ENSG00000169071/ENSG00000136848/ENSG00000050555/ENSG00000148498/ENSG00000108175/ENSG00000131620/ENSG00000149256/ENSG00000018236/ENSG00000127329/ENSG00000135144/ENSG00000027075/ENSG00000157766/ENSG00000205336/ENSG00000103089/ENSG00000007168/ENSG00000065320/ENSG00000168610/ENSG00000030582/ENSG00000170558/ENSG00000125505/ENSG00000142192/ENSG00000156299/ENSG00000100030/ENSG00000133424",46
"GO:0099565","BP","GO:0099565","chemical synaptic transmission, postsynaptic","19/1636","124/21288",0.00291301243078231,0.0471677150715741,0.040574560114908,"ENSG00000067606/ENSG00000179915/ENSG00000154764/ENSG00000082701/ENSG00000152208/ENSG00000138814/ENSG00000204767/ENSG00000189056/ENSG00000188916/ENSG00000273079/ENSG00000084112/ENSG00000089041/ENSG00000117971/ENSG00000183454/ENSG00000108405/ENSG00000101489/ENSG00000105464/ENSG00000161681/ENSG00000142192",19
"GO:0010464","BP","GO:0010464","regulation of mesenchymal cell proliferation","8/1636","33/21288",0.00291940967285376,0.0471677150715741,0.040574560114908,"ENSG00000116132/ENSG00000163513/ENSG00000114251/ENSG00000128052/ENSG00000147862/ENSG00000066468/ENSG00000085741/ENSG00000184058",8
"GO:1901292","BP","GO:1901292","nucleoside phosphate catabolic process","26/1636","190/21288",0.00292903894891541,0.0471936385166343,0.0405968599523791,"ENSG00000079739/ENSG00000184588/ENSG00000188641/ENSG00000123836/ENSG00000189283/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000112541/ENSG00000106633/ENSG00000106617/ENSG00000205268/ENSG00000119125/ENSG00000181192/ENSG00000156510/ENSG00000186642/ENSG00000152556/ENSG00000076248/ENSG00000089041/ENSG00000136143/ENSG00000168610/ENSG00000141564/ENSG00000171105/ENSG00000197586/ENSG00000142192/ENSG00000160191",26
"GO:0043252","BP","GO:0043252","sodium-independent organic anion transport","5/1636","14/21288",0.0029608498601976,0.0474462071602782,0.0408141242739414,"ENSG00000149742/ENSG00000139155/ENSG00000134538/ENSG00000084453/ENSG00000101187",5
"GO:2000650","BP","GO:2000650","negative regulation of sodium ion transmembrane transporter activity","5/1636","14/21288",0.0029608498601976,0.0474462071602782,0.0408141242739414,"ENSG00000138411/ENSG00000145349/ENSG00000002746/ENSG00000069869/ENSG00000049759",5
"GO:0030833","BP","GO:0030833","regulation of actin filament polymerization","21/1636","143/21288",0.00306298160459327,0.0488440420056335,0.0420165682311592,"ENSG00000132854/ENSG00000183853/ENSG00000163554/ENSG00000163171/ENSG00000115306/ENSG00000075340/ENSG00000075711/ENSG00000145147/ENSG00000109265/ENSG00000145715/ENSG00000146376/ENSG00000049540/ENSG00000105887/ENSG00000107104/ENSG00000123338/ENSG00000084112/ENSG00000273749/ENSG00000103187/ENSG00000134775/ENSG00000160460/ENSG00000125753",21
"GO:1901184","BP","GO:1901184","regulation of ERBB signaling pathway","13/1636","72/21288",0.00306533406226918,0.0488440420056335,0.0420165682311592,"ENSG00000072135/ENSG00000075785/ENSG00000168214/ENSG00000213949/ENSG00000146648/ENSG00000127946/ENSG00000136848/ENSG00000169129/ENSG00000182985/ENSG00000129515/ENSG00000100600/ENSG00000140945/ENSG00000176108",13
"GO:0009166","BP","GO:0009166","nucleotide catabolic process","25/1636","181/21288",0.00307554543747666,0.0488440420056335,0.0420165682311592,"ENSG00000079739/ENSG00000184588/ENSG00000188641/ENSG00000123836/ENSG00000189283/ENSG00000113448/ENSG00000284762/ENSG00000113231/ENSG00000112541/ENSG00000106633/ENSG00000106617/ENSG00000205268/ENSG00000119125/ENSG00000181192/ENSG00000156510/ENSG00000186642/ENSG00000152556/ENSG00000076248/ENSG00000089041/ENSG00000136143/ENSG00000168610/ENSG00000141564/ENSG00000171105/ENSG00000142192/ENSG00000160191",25
"GO:0006470","BP","GO:0006470","protein dephosphorylation","31/1636","240/21288",0.00308459966931585,0.0488440420056335,0.0420165682311592,"ENSG00000171735/ENSG00000152104/ENSG00000275052/ENSG00000072135/ENSG00000152127/ENSG00000082701/ENSG00000073711/ENSG00000197386/ENSG00000138814/ENSG00000213949/ENSG00000187391/ENSG00000155093/ENSG00000164741/ENSG00000003987/ENSG00000153707/ENSG00000165383/ENSG00000154127/ENSG00000151490/ENSG00000123338/ENSG00000111110/ENSG00000127329/ENSG00000084112/ENSG00000078304/ENSG00000179776/ENSG00000108389/ENSG00000081913/ENSG00000105426/ENSG00000011485/ENSG00000101445/ENSG00000196090/ENSG00000100034",31
"GO:2001014","BP","GO:2001014","regulation of skeletal muscle cell differentiation","6/1636","20/21288",0.0030896078262363,0.0488440420056335,0.0420165682311592,"ENSG00000063660/ENSG00000154928/ENSG00000123213/ENSG00000133794/ENSG00000078328/ENSG00000184058",6
"GO:0021545","BP","GO:0021545","cranial nerve development","12/1636","64/21288",0.00315756660926895,0.0497845823836747,0.0428256388433655,"ENSG00000177301/ENSG00000118257/ENSG00000154928/ENSG00000106571/ENSG00000075213/ENSG00000221866/ENSG00000099250/ENSG00000129159/ENSG00000166833/ENSG00000070729/ENSG00000081923/ENSG00000184058",12
"GO:0098978","CC","GO:0098978","glutamatergic synapse","87/1694","443/22585",6.62724622022179e-17,4.46013670620926e-14,3.7321860292828e-14,"ENSG00000067606/ENSG00000116251/ENSG00000117600/ENSG00000162631/ENSG00000177301/ENSG00000116473/ENSG00000198929/ENSG00000116147/ENSG00000162946/ENSG00000119878/ENSG00000115306/ENSG00000118257/ENSG00000114948/ENSG00000178568/ENSG00000154764/ENSG00000185313/ENSG00000114251/ENSG00000187672/ENSG00000083937/ENSG00000082701/ENSG00000154928/ENSG00000158258/ENSG00000154310/ENSG00000075711/ENSG00000150471/ENSG00000138758/ENSG00000152583/ENSG00000152208/ENSG00000138814/ENSG00000150625/ENSG00000113360/ENSG00000152413/ENSG00000173210/ENSG00000155511/ENSG00000145920/ENSG00000183826/ENSG00000135298/ENSG00000152822/ENSG00000127946/ENSG00000075213/ENSG00000091129/ENSG00000077063/ENSG00000221866/ENSG00000198010/ENSG00000155897/ENSG00000153707/ENSG00000107295/ENSG00000196730/ENSG00000169071/ENSG00000198785/ENSG00000165985/ENSG00000099250/ENSG00000128805/ENSG00000185737/ENSG00000175029/ENSG00000187486/ENSG00000162105/ENSG00000168959/ENSG00000137726/ENSG00000151490/ENSG00000111110/ENSG00000136040/ENSG00000151136/ENSG00000152767/ENSG00000129515/ENSG00000157470/ENSG00000183454/ENSG00000237515/ENSG00000150394/ENSG00000140937/ENSG00000159842/ENSG00000007168/ENSG00000108405/ENSG00000188803/ENSG00000170579/ENSG00000105426/ENSG00000066044/ENSG00000105143/ENSG00000105464/ENSG00000177380/ENSG00000161681/ENSG00000182621/ENSG00000132639/ENSG00000196090/ENSG00000156299/ENSG00000186716/ENSG00000185666",87
"GO:0097060","CC","GO:0097060","synaptic membrane","84/1694","432/22585",4.2345455928834e-16,1.42492459200526e-13,1.19235889062769e-13,"ENSG00000117154/ENSG00000117600/ENSG00000162631/ENSG00000177301/ENSG00000143473/ENSG00000143786/ENSG00000133019/ENSG00000179915/ENSG00000176204/ENSG00000162989/ENSG00000118257/ENSG00000114948/ENSG00000178568/ENSG00000196277/ENSG00000131389/ENSG00000185313/ENSG00000187672/ENSG00000177707/ENSG00000158258/ENSG00000075711/ENSG00000184985/ENSG00000152208/ENSG00000145362/ENSG00000150625/ENSG00000113100/ENSG00000183775/ENSG00000155511/ENSG00000145934/ENSG00000135298/ENSG00000152822/ENSG00000136267/ENSG00000127946/ENSG00000091129/ENSG00000174469/ENSG00000155897/ENSG00000153707/ENSG00000136928/ENSG00000198785/ENSG00000151025/ENSG00000099250/ENSG00000151150/ENSG00000197467/ENSG00000156113/ENSG00000187486/ENSG00000129159/ENSG00000165970/ENSG00000162105/ENSG00000186642/ENSG00000150672/ENSG00000168959/ENSG00000149972/ENSG00000137726/ENSG00000149403/ENSG00000082805/ENSG00000151067/ENSG00000273079/ENSG00000151490/ENSG00000018236/ENSG00000155974/ENSG00000186908/ENSG00000111052/ENSG00000152767/ENSG00000021645/ENSG00000166206/ENSG00000186297/ENSG00000182256/ENSG00000185634/ENSG00000137766/ENSG00000117971/ENSG00000183454/ENSG00000237515/ENSG00000150394/ENSG00000152910/ENSG00000108405/ENSG00000188803/ENSG00000105426/ENSG00000105143/ENSG00000105464/ENSG00000104863/ENSG00000161681/ENSG00000132639/ENSG00000196090/ENSG00000158445/ENSG00000156299",84
